knee_angle,knee_cross,hip_angle,hip_cross,back_angle,knee_label,hip_label,back_label,overall_label
84.55,-0.4315,85.79,0.0616,36.2,2,0,0,2
90.31,-0.4173,89.03,-0.0618,37.62,2,0,0,2
85.84,0.4542,95.91,0.1425,41.73,1,0,0,1
99.61,0.1874,68.52,-0.1784,46.8,0,2,0,2
98.29,0.4184,91.69,-0.0442,36.59,1,0,0,1
75.54,-0.3483,64.28,-0.0799,23.62,2,2,2,2
89.49,-0.1682,88.65,-0.1401,33.0,0,0,0,0
92.24,-0.1177,99.46,0.2038,43.61,0,0,0,0
99.29,0.2242,103.86,0.1121,43.43,0,1,0,1
91.61,-0.2042,87.2,0.0885,39.19,0,0,0,0
92.75,0.0043,98.42,-0.0193,20.3,0,0,2,2
92.05,-0.3128,92.24,-0.0193,47.65,2,0,0,2
66.77,0.9037,36.62,0.0445,69.72,3,3,3,3
62.19,0.7089,55.38,-0.0986,73.66,3,3,3,3
83.84,0.7326,85.75,-0.0742,44.38,3,0,0,3
86.99,0.0444,99.81,-0.109,32.54,0,0,0,0
120.83,0.0645,121.53,0.1309,29.2,3,3,3,3
97.53,0.4155,83.5,0.1051,28.05,1,0,2,1
84.06,-0.8756,95.4,-0.0135,43.62,3,0,0,3
92.04,-0.1675,82.54,-0.1053,37.67,0,0,0,0
110.43,0.0532,90.13,0.0282,47.7,1,0,0,1
49.46,0.8107,41.98,0.0188,70.71,3,3,3,3
91.81,0.851,81.72,-0.1068,45.59,3,0,0,3
66.7,-0.0505,81.01,-0.1931,41.87,3,0,0,3
94.49,0.426,86.22,0.1107,30.93,1,0,0,1
56.12,0.714,45.87,0.0381,72.91,3,3,3,3
90.37,-0.7434,100.72,-0.1138,34.23,3,3,0,3
89.5,0.2041,98.07,-0.0052,37.76,0,0,0,0
97.22,-0.171,90.58,0.2105,27.7,0,0,2,2
70.24,-0.1383,94.33,-0.2086,47.83,2,0,0,2
88.4,0.0602,98.28,0.0014,34.95,0,0,0,0
94.14,0.3588,84.47,0.0235,46.09,1,0,0,1
67.8,0.571,54.59,-0.0505,86.51,3,3,3,3
77.97,-0.158,95.42,-0.0085,41.22,2,0,0,2
42.96,0.8363,36.61,-0.0033,76.4,3,3,3,3
86.46,-0.7423,93.05,0.1367,40.82,3,0,0,3
96.45,-0.1902,88.32,0.0573,47.82,0,0,0,0
86.44,-0.169,92.23,0.0807,30.96,0,0,0,0
85.93,0.5465,89.74,-0.1038,41.73,1,0,0,1
84.23,0.3749,95.23,0.0256,47.44,1,0,0,1
86.89,0.0697,88.65,0.0075,19.17,0,0,2,2
120.55,-0.2663,141.1,-0.1254,39.1,2,3,0,3
95.73,-0.1943,91.77,0.1228,36.49,0,0,0,0
94.5,0.1762,80.64,0.0801,15.07,0,0,2,2
99.9,0.2217,94.39,0.0198,30.82,0,0,0,0
71.66,-0.0144,93.62,-0.1163,46.4,2,0,0,2
87.54,-0.0889,82.21,0.0957,35.26,0,0,0,0
88.31,0.0418,83.93,-0.0003,34.66,0,0,0,0
108.21,-0.0812,82.37,-0.0615,36.22,1,0,0,1
112.36,0.0963,93.58,-0.1097,45.38,1,0,0,1
93.06,0.0989,96.52,0.0235,35.34,0,0,0,0
88.93,-0.0591,90.35,-0.0472,44.55,0,0,0,0
90.55,-0.1263,66.3,-0.116,36.13,0,2,0,2
93.83,0.3114,81.89,0.1246,46.57,1,0,0,1
97.43,0.0704,87.46,-0.0783,47.66,0,0,0,0
88.62,-0.0821,63.97,-0.0569,44.72,0,2,0,2
79.75,-0.3421,67.39,-0.1724,21.55,2,2,2,2
48.34,0.7013,44.77,0.0654,69.42,3,3,3,3
75.75,0.2239,97.29,-0.0397,28.37,2,0,2,2
89.17,-0.1075,93.72,0.0541,42.5,0,0,0,0
94.5,0.0005,85.64,0.0003,40.25,0,0,0,0
90.35,-0.1442,91.25,0.0168,38.09,0,0,0,0
107.5,0.4855,104.63,-0.0415,51.45,1,1,1,1
97.65,-0.0275,92.62,0.1497,87.72,0,0,3,3
92.61,-0.1292,89.56,-0.0085,43.79,0,0,0,0
60.55,0.0145,81.82,-0.1152,37.85,3,0,0,3
52.01,-0.1653,89.3,0.009,42.45,3,0,0,3
51.22,-0.082,96.65,-0.0032,49.63,3,0,0,3
98.96,0.1685,68.84,-0.0287,30.69,0,2,0,2
68.95,0.9309,38.1,0.0814,80.75,3,3,3,3
54.11,0.8121,49.4,0.0384,80.06,3,3,3,3
143.02,0.0774,121.29,0.1479,43.05,3,3,0,3
88.57,0.002,101.47,-0.0031,46.96,0,1,0,1
105.44,0.3516,107.32,0.1724,55.94,1,1,1,1
99.87,0.371,107.01,0.0593,49.71,1,1,0,1
98.14,0.8355,88.18,0.0115,46.31,3,0,0,3
94.78,-0.05,81.54,0.0233,43.4,0,0,0,0
49.76,0.1278,99.92,0.0475,52.33,3,0,1,3
95.6,0.1573,90.05,0.1807,34.56,0,0,0,0
123.63,-0.1846,135.65,0.0349,30.84,3,3,0,3
92.02,-0.1866,97.04,-0.0024,48.07,0,0,0,0
94.87,0.8503,88.46,0.1786,33.88,3,0,0,3
93.66,-0.7799,91.16,-0.0852,35.15,3,0,0,3
101.34,0.3811,87.04,0.091,42.46,1,0,0,1
92.66,-0.2823,71.28,0.0319,42.07,2,2,0,2
68.84,-0.2436,97.73,0.091,49.8,2,0,0,2
80.46,-0.18,85.26,0.0419,47.23,2,0,0,2
93.57,0.3742,88.83,-0.0724,42.63,1,0,0,1
89.0,-0.5304,100.6,0.0829,35.86,2,3,0,3
100.49,0.5404,84.42,0.0175,42.14,1,0,0,1
85.66,-0.1633,85.45,-0.1494,48.76,0,0,0,0
96.24,-0.3362,78.77,-0.0924,51.52,2,2,1,2
87.66,-0.1251,94.88,-0.0241,45.66,0,0,0,0
90.85,-0.1409,83.07,-0.0423,42.22,0,0,0,0
94.11,0.1456,83.1,-0.088,34.53,0,0,0,0
113.99,0.2428,104.31,-0.0766,58.3,1,1,1,1
108.14,0.4732,102.59,0.0419,61.19,1,1,1,1
94.84,0.4508,88.71,-0.0998,47.7,1,0,0,1
87.26,0.0483,85.53,-0.0084,57.56,0,0,1,1
86.39,0.064,86.7,0.0976,57.51,0,0,1,1
110.01,0.2951,102.81,-0.0098,61.29,1,1,1,1
93.8,-0.0108,93.01,0.0946,53.63,0,0,1,1
116.56,0.3057,105.72,0.0822,57.67,1,1,1,1
95.31,0.1664,86.99,-0.0228,49.39,0,0,0,0
91.24,-0.0936,94.74,0.1199,79.82,0,0,3,3
103.34,0.3674,99.02,-0.0527,58.39,1,0,1,1
55.19,0.93,53.27,0.0785,66.86,3,3,3,3
98.32,-0.0739,82.61,0.0834,77.07,0,0,3,3
49.32,0.675,48.39,-0.0353,80.69,3,3,3,3
57.59,-0.1619,86.23,-0.0265,37.59,3,0,0,3
95.76,-0.2071,91.87,-0.0452,47.38,0,0,0,0
86.27,-0.0327,91.9,0.0267,44.16,0,0,0,0
97.88,0.2881,108.43,-0.1506,32.81,1,1,0,1
66.41,0.0736,80.75,-0.0073,36.09,3,0,0,3
101.11,-0.4252,83.35,0.1139,31.96,2,0,0,2
146.79,-0.1185,117.49,-0.0638,34.35,3,3,0,3
114.3,0.087,94.4,-0.0537,45.49,1,0,0,1
47.2,0.8055,53.96,0.1655,78.56,3,3,3,3
79.74,0.1069,91.75,-0.0023,46.18,2,0,0,2
93.47,-0.4274,88.45,-0.0981,35.79,2,0,0,2
93.36,-0.0701,96.4,-0.1455,41.05,0,0,0,0
104.33,-0.032,95.58,0.0083,32.31,1,0,0,1
87.7,-0.1157,79.52,-0.0273,72.15,0,3,3,3
91.69,0.1599,96.3,0.0916,38.72,0,0,0,0
53.93,0.6352,51.29,-0.0079,72.37,3,3,3,3
58.68,0.723,51.77,-0.1587,72.8,3,3,3,3
50.57,0.788,39.88,-0.0981,66.53,3,3,3,3
95.41,0.293,86.45,0.1897,36.58,1,0,0,1
60.26,0.7074,44.42,-0.041,66.95,3,3,3,3
90.19,-0.0952,91.67,-0.0333,48.29,0,0,0,0
89.6,-0.0465,96.4,0.1108,44.08,0,0,0,0
87.83,-0.0804,95.81,-0.1522,45.43,0,0,0,0
85.63,-0.2303,91.04,0.0953,27.6,0,0,2,2
96.8,-0.108,95.33,-0.1868,32.42,0,0,0,0
88.16,0.4243,81.34,0.0806,38.42,1,0,0,1
89.22,0.61,89.93,0.1001,33.1,3,0,0,3
99.56,-0.0776,89.84,-0.1074,56.9,0,0,1,1
95.1,-0.5821,88.19,-0.1076,50.89,3,0,3,3
138.59,-0.121,131.93,-0.1515,45.59,3,3,0,3
91.38,0.2672,89.0,0.1865,45.61,1,0,0,1
70.61,-0.0749,83.29,0.0304,31.66,2,0,0,2
90.5,-0.2413,99.5,0.0432,87.83,2,0,3,3
92.92,0.2345,78.87,-0.1382,36.66,0,2,0,2
91.86,0.1006,90.08,-0.1477,38.46,0,0,0,0
88.48,-0.1265,91.07,0.137,40.81,0,0,0,0
84.36,0.8244,91.39,-0.084,50.49,3,0,3,3
49.64,0.7742,51.17,0.0447,87.09,3,3,3,3
90.41,0.0879,80.17,0.0519,41.79,0,0,0,0
90.15,-0.2573,111.2,-0.014,41.33,2,1,0,1
89.51,-0.0761,90.77,-0.0516,42.06,0,0,0,0
92.26,-0.0234,90.43,0.0369,47.16,0,0,0,0
94.31,-0.1085,81.83,-0.0365,48.73,0,0,0,0
87.51,0.1359,81.37,-0.0583,35.45,0,0,0,0
91.22,0.1496,96.01,-0.1438,32.36,0,0,0,0
90.03,0.1975,91.4,-0.1562,45.88,0,0,0,0
63.29,0.6735,40.54,0.0093,73.35,3,3,3,3
49.59,-0.2141,78.37,0.1261,30.11,3,2,0,3
99.21,-0.0246,84.18,0.0474,58.42,0,0,1,1
126.87,-0.1696,126.24,0.0832,36.84,3,3,0,3
92.95,0.1767,97.84,0.0236,58.52,0,0,1,1
87.22,-0.1637,83.48,-0.1527,47.58,0,0,0,0
87.58,0.1726,72.23,-0.0361,35.87,0,2,0,2
99.53,-0.5243,92.38,-0.0079,39.22,2,0,0,2
89.91,-0.0996,101.81,-0.052,42.52,0,1,0,1
89.76,-0.4887,91.02,-0.0719,43.17,2,0,0,2
57.54,0.5939,41.03,-0.0275,70.64,3,3,3,3
80.09,0.1288,86.07,0.211,44.5,2,0,0,2
94.09,0.337,89.65,-0.1496,48.85,1,0,0,1
92.46,0.8802,97.53,-0.2082,43.6,3,0,0,3
44.31,-0.024,80.05,0.2228,48.38,3,0,0,3
89.84,-0.1504,85.12,-0.0938,48.29,0,0,0,0
83.91,0.7488,77.7,0.024,44.88,3,2,0,3
95.11,-0.6836,85.34,-0.135,50.67,3,0,3,3
77.62,-0.0953,91.64,0.0453,47.6,2,0,0,2
85.07,-0.3261,70.35,-0.0389,19.06,2,2,2,2
69.46,-0.171,81.87,-0.0875,40.07,3,0,0,3
101.73,0.3424,109.03,0.1344,59.8,1,1,1,1
130.25,-0.1322,124.13,0.188,37.95,3,3,0,3
89.44,-0.523,82.19,0.0227,30.76,2,0,0,2
89.08,-0.39,86.8,-0.0542,35.91,2,0,0,2
92.28,0.0809,80.12,-0.0678,38.79,0,0,0,0
95.87,0.0791,90.66,-0.021,46.06,0,0,0,0
95.2,0.1272,84.75,-0.0194,49.77,0,0,0,0
96.03,-0.4187,99.46,-0.008,40.98,2,0,0,2
92.18,-0.7154,91.6,0.0794,44.58,3,0,0,3
104.34,0.0332,83.14,-0.0819,51.33,1,0,1,1
91.27,0.4004,96.85,-0.0026,37.45,1,0,0,1
98.62,0.1964,81.85,0.1131,25.7,0,0,2,2
98.83,-0.8541,91.22,0.0952,44.75,3,0,0,3
93.11,0.0723,87.12,0.0349,63.74,0,0,1,1
76.28,-0.2976,83.79,-0.0854,38.08,2,0,0,2
88.49,-0.0272,88.87,0.127,38.23,0,0,0,0
57.52,0.5868,59.5,-0.0502,83.1,3,3,3,3
88.82,0.0967,72.58,0.0848,43.44,0,2,0,2
96.41,-0.1379,82.28,0.1373,47.68,0,0,0,0
95.8,-0.1202,95.49,-0.058,40.33,0,0,0,0
96.11,-0.0938,101.62,-0.0975,36.94,0,1,0,1
95.87,0.3381,87.86,-0.1537,47.93,1,0,0,1
99.71,0.1804,80.72,-0.1845,27.89,0,0,2,2
137.79,-0.0688,128.05,-0.1331,49.75,3,3,0,3
89.45,-0.0957,83.78,-0.0742,42.22,0,0,0,0
95.39,0.3331,83.14,0.0094,45.56,1,0,0,1
96.32,-0.0037,84.07,0.1039,48.49,0,0,0,0
91.92,0.183,85.93,-0.1277,42.44,0,0,0,0
72.22,0.0929,95.16,-0.0527,46.84,2,0,0,2
77.92,0.1298,77.64,0.0368,41.96,2,2,0,2
91.23,0.0534,69.18,0.0228,44.41,0,2,0,2
95.51,0.4087,97.39,-0.0172,46.62,1,0,0,1
103.96,-0.01,111.76,-0.0967,45.08,1,1,0,1
92.19,-0.3943,99.66,0.0206,33.57,2,0,0,2
79.69,0.2256,91.4,0.0008,16.58,2,0,2,2
96.11,-0.1973,96.03,0.0432,37.59,0,0,0,0
93.66,-0.8018,88.17,0.0236,47.18,3,0,0,3
97.86,0.4967,87.45,0.0295,38.87,1,0,0,1
79.04,-0.0091,93.78,0.2154,37.8,2,0,0,2
61.03,0.7612,50.09,0.0721,70.8,3,3,3,3
94.27,-0.0338,94.41,-0.0289,40.26,0,0,0,0
95.91,0.2474,84.29,-0.1155,47.0,1,0,0,1
88.38,-0.0974,113.11,0.1609,32.73,0,1,0,1
89.57,-0.149,75.95,0.0571,39.92,0,2,0,2
70.46,0.0131,87.74,0.1202,42.66,2,0,0,2
94.24,0.1619,88.43,0.1282,59.72,0,0,1,1
97.04,0.0854,80.86,0.0265,44.61,0,0,0,0
86.17,0.0777,87.23,0.0156,43.07,0,0,0,0
104.08,-0.1109,95.42,0.0222,48.33,1,0,0,1
91.49,-0.1916,90.32,-0.117,54.71,0,0,1,1
78.57,-0.008,80.4,0.0213,32.15,2,0,0,2
96.2,0.2854,86.47,0.0494,79.84,1,0,3,3
114.19,-0.1259,81.88,-0.1136,48.15,1,0,0,1
86.85,-0.4893,85.87,-0.1178,33.44,2,0,0,2
88.99,0.0946,92.05,-0.0357,18.78,0,0,2,2
85.57,-0.4845,87.72,-0.093,38.38,2,0,0,2
92.47,-0.7821,89.15,0.0372,44.98,3,0,0,3
109.12,-0.0068,84.79,0.0958,44.44,1,0,0,1
96.52,0.1988,94.28,-0.0985,41.17,0,0,0,0
68.51,0.6013,49.4,0.0396,69.05,3,3,3,3
86.9,-0.3793,93.94,0.0657,48.33,2,0,0,2
113.74,-0.0892,92.76,0.0701,42.95,1,0,0,1
84.87,-0.5278,83.18,0.1441,38.68,2,0,0,2
94.85,-0.0847,111.47,0.1278,31.57,0,1,0,1
89.11,0.1741,84.96,-0.2083,49.24,0,0,0,0
87.11,0.0554,76.41,0.0479,44.72,0,2,0,2
97.88,-0.0578,89.14,-0.0303,21.53,0,0,2,2
47.78,-0.0426,84.33,-0.0315,33.51,3,0,0,3
85.98,0.1578,88.94,0.1694,20.1,0,0,2,2
92.61,0.1666,85.09,0.1051,27.91,0,0,2,2
94.65,-0.1723,83.63,-0.0873,30.3,0,0,0,0
109.14,-0.1028,88.31,-0.0489,35.48,1,0,0,1
90.59,-0.1957,93.02,0.0567,45.26,0,0,0,0
125.24,0.1984,123.1,0.0313,47.39,3,3,0,3
76.57,-0.2113,87.11,0.1235,34.22,2,0,0,2
55.61,-0.0087,90.38,-0.0013,44.76,3,0,0,3
82.07,-0.0176,86.92,0.0224,44.55,2,0,0,2
85.38,0.0043,92.4,-0.0815,56.07,0,0,1,1
101.97,-0.2361,105.32,-0.0667,38.54,1,1,0,1
97.72,-0.2037,88.02,0.1368,44.21,0,0,0,0
89.9,0.0166,85.87,-0.1691,53.13,0,0,1,1
95.22,-0.1564,97.28,0.0178,46.2,0,0,0,0
96.19,-0.1901,87.83,0.0562,63.77,0,0,1,1
102.42,0.1397,86.45,0.0826,42.98,1,0,0,1
91.48,-0.2285,75.41,0.062,40.9,0,2,0,2
98.79,-0.0719,81.53,0.1438,24.66,0,0,2,2
96.47,0.3498,92.47,0.0747,37.29,1,0,0,1
95.77,0.066,99.96,-0.1345,76.23,0,0,3,3
143.53,-0.1123,129.33,-0.048,39.71,3,3,0,3
91.4,0.438,94.15,-0.032,36.37,1,0,0,1
102.7,0.255,86.56,0.0964,38.28,1,0,0,1
98.5,-0.1337,89.42,-0.024,32.21,0,0,0,0
85.96,-0.0036,92.27,-0.0277,44.7,0,0,0,0
96.1,-0.0878,87.44,-0.1708,39.41,0,0,0,0
90.98,-0.1618,95.38,-0.0268,44.07,0,0,0,0
83.66,-0.1181,60.05,-0.0629,42.93,2,2,0,2
95.5,0.1416,87.56,-0.0756,31.17,0,0,0,0
91.55,-0.1866,114.28,-0.0649,33.65,0,1,0,1
88.68,-0.1078,89.99,0.0861,43.53,0,0,0,0
96.85,-0.0485,83.17,-0.077,35.42,0,0,0,0
84.79,-0.305,95.7,-0.0205,63.94,2,0,1,1
86.41,-0.4715,85.85,-0.0234,37.35,2,0,0,2
83.23,0.5069,85.47,-0.0745,33.76,1,0,0,1
113.17,0.0534,94.09,0.0107,33.3,1,0,0,1
95.95,0.1825,84.65,0.1157,35.98,0,0,0,0
93.49,0.1762,97.37,-0.1348,48.3,0,0,0,0
93.35,-0.3371,94.64,-0.0157,36.0,2,0,0,2
87.96,-0.1385,93.82,-0.1171,32.73,0,0,0,0
92.44,-0.8899,98.81,-0.1296,32.73,3,0,0,3
101.54,0.062,76.29,0.0497,46.32,1,2,0,1
88.78,-0.6176,77.22,0.0398,47.58,3,2,0,3
97.16,0.4893,98.98,0.1761,33.56,1,0,0,1
97.93,-0.0911,96.35,0.0613,31.75,0,0,0,0
92.35,-0.6631,96.58,-0.1936,35.6,3,0,0,3
88.02,0.2786,93.34,-0.174,47.56,1,0,0,1
93.34,0.1256,99.84,-0.0314,20.27,0,0,2,2
97.48,0.7765,96.88,-0.1421,52.56,3,0,1,3
82.55,-0.116,90.54,-0.1371,48.41,2,0,0,2
96.34,0.0832,95.15,0.0876,26.71,0,0,2,2
90.23,-0.0691,86.8,-0.1035,79.57,0,0,3,3
87.9,-0.4099,90.85,0.0975,39.37,2,0,0,2
90.27,-0.0936,69.67,-0.0767,49.42,0,2,0,2
86.03,-0.0336,105.23,0.0909,37.47,0,1,0,1
60.81,0.1738,94.93,0.0834,34.41,3,0,0,3
96.41,-0.1265,94.22,-0.0289,36.72,0,0,0,0
110.63,0.0183,99.4,-0.0083,34.28,1,0,0,1
95.19,-0.722,81.11,0.0104,34.98,3,0,0,3
88.16,0.2379,79.4,0.0265,80.52,0,3,3,3
56.89,0.1545,80.03,-0.0802,41.41,3,0,0,3
89.63,0.7897,90.62,0.0296,38.38,3,0,0,3
137.25,0.2306,124.85,-0.0031,33.27,3,3,0,3
94.85,0.8251,89.47,0.0155,37.28,3,0,0,3
91.59,-0.0372,96.56,-0.031,46.01,0,0,0,0
87.93,0.072,67.88,-0.004,45.7,0,2,0,2
86.93,-0.109,87.52,-0.0873,81.44,0,0,3,3
73.38,-0.3724,68.04,0.0064,17.32,2,2,2,2
89.49,-0.1499,92.53,-0.1248,63.32,0,0,1,1
89.47,-0.328,89.79,0.0206,40.82,2,0,0,2
92.54,0.762,90.01,-0.0022,35.6,3,0,0,3
91.62,-0.2479,88.46,0.0542,54.8,2,0,1,1
80.2,0.106,89.07,-0.044,48.6,2,0,0,2
93.42,0.3542,85.67,-0.059,44.97,1,0,0,1
71.87,-0.0274,85.59,0.1847,32.64,2,0,0,2
99.4,0.4315,101.19,-0.0461,60.69,1,1,1,1
94.19,0.0112,91.59,0.2311,40.13,0,0,0,0
98.5,-0.0057,108.0,0.0182,39.71,0,1,0,1
103.88,0.5019,114.64,-0.0688,55.19,1,1,1,1
80.29,-0.2201,87.07,0.1407,41.23,2,0,0,2
72.82,-0.4207,60.58,0.0035,22.57,2,2,2,2
83.36,0.4404,90.17,-0.161,41.27,1,0,0,1
89.43,0.1233,98.43,-0.0388,36.87,0,0,0,0
92.6,0.0808,91.46,0.0425,45.59,0,0,0,0
89.64,0.1175,93.05,0.1059,42.64,0,0,0,0
94.96,-0.3,88.72,-0.1853,44.99,2,0,0,2
92.32,0.4314,84.33,-0.0556,39.2,1,0,0,1
142.0,-0.0755,132.73,0.1608,39.37,3,3,0,3
100.27,-0.7134,88.77,-0.1116,42.36,3,0,0,3
90.57,-0.0259,112.33,0.0594,38.8,0,1,0,1
98.43,0.3949,97.97,0.1562,36.58,1,0,0,1
46.2,0.6448,41.42,0.0035,68.91,3,3,3,3
89.16,-0.0435,90.45,-0.0073,39.62,0,0,0,0
133.94,0.0222,137.19,-0.129,37.79,3,3,0,3
75.63,-0.4104,77.26,0.0701,22.93,2,2,2,2
101.65,0.0134,84.47,-0.1146,41.28,1,0,0,1
111.59,0.0355,88.79,0.0908,40.08,1,0,0,1
86.07,0.023,91.28,-0.0442,44.93,0,0,0,0
88.02,-0.4465,82.37,0.0707,42.05,2,0,0,2
88.13,0.4609,83.77,-0.1263,34.03,1,0,0,1
95.36,-0.1129,99.18,0.0287,46.44,0,0,0,0
100.92,0.8162,90.23,-0.1503,36.17,3,0,0,3
99.5,-0.1293,67.07,0.0924,40.06,0,2,0,2
93.63,0.0393,97.93,-0.0614,32.56,0,0,0,0
88.77,0.0056,88.34,0.0087,42.82,0,0,0,0
98.19,0.0425,89.12,-0.0847,45.78,0,0,0,0
105.99,0.2108,83.09,0.0399,35.37,1,0,0,1
97.97,0.6207,88.44,0.0117,36.82,3,0,0,3
96.85,-0.0114,114.26,-0.0975,33.8,0,1,0,1
89.49,-0.117,108.04,0.0503,35.8,0,1,0,1
71.33,0.1245,92.79,-0.1566,43.0,2,0,0,2
88.86,0.9617,84.92,0.0106,36.28,3,0,0,3
94.87,0.0332,89.99,0.0199,38.87,0,0,0,0
44.15,0.8,52.95,-0.0744,80.28,3,3,3,3
91.06,-0.2248,84.7,-0.0916,64.87,0,0,1,1
61.19,-0.106,97.02,0.1146,27.43,3,0,2,3
97.89,0.6016,85.31,0.0929,47.94,3,0,0,3
93.6,-0.1775,75.71,-0.0595,40.1,0,2,0,2
92.72,0.0533,81.2,-0.0863,33.37,0,0,0,0
98.98,0.0583,86.23,0.1091,33.66,0,0,0,0
81.11,-0.4242,78.42,0.0638,20.08,2,2,2,2
47.52,-0.145,89.75,-0.0742,38.97,3,0,0,3
108.71,-0.1535,91.11,-0.0065,31.68,1,0,0,1
87.85,0.6191,88.62,-0.1506,34.39,3,0,0,3
90.22,0.0256,85.75,0.0015,86.82,0,0,3,3
92.07,0.1521,113.78,0.038,44.52,0,1,0,1
88.65,0.062,96.68,-0.0717,22.61,0,0,2,2
99.69,0.4321,96.32,0.0051,39.76,1,0,0,1
99.0,0.1843,95.35,0.0528,27.23,0,0,2,2
105.55,0.0143,90.36,0.0037,40.99,1,0,0,1
86.45,0.877,93.54,0.2051,37.43,3,0,0,3
91.36,0.0387,99.24,0.1047,38.6,0,0,0,0
89.99,-0.1616,82.2,0.1201,42.54,0,0,0,0
87.94,-0.0734,93.89,0.091,73.83,0,0,3,3
78.63,-0.4258,81.53,-0.0843,23.31,2,0,2,2
138.26,0.186,119.14,-0.1407,33.64,3,3,0,3
108.69,-0.2262,89.35,-0.0824,46.18,1,0,0,1
128.99,-0.0319,120.16,-0.0143,29.25,3,3,3,3
86.0,0.0208,81.9,-0.1513,38.68,0,0,0,0
92.48,-0.1711,91.22,0.0422,40.48,0,0,0,0
89.2,0.0207,83.49,0.1275,78.9,0,0,3,3
92.46,0.2199,87.53,-0.1026,44.71,0,0,0,0
110.94,-0.0511,98.13,0.0955,43.6,1,0,0,1
96.57,-0.3556,84.41,-0.1143,39.47,2,0,0,2
91.37,-0.1619,84.58,-0.1173,46.41,0,0,0,0
61.86,0.6604,61.26,-0.1711,77.97,3,2,3,3
99.01,-0.0092,97.06,-0.1649,45.23,0,0,0,0
59.3,0.6938,46.99,-0.0151,67.7,3,3,3,3
88.47,0.0291,82.24,-0.1568,36.55,0,0,0,0
88.15,-0.7806,91.43,0.1074,43.05,3,0,0,3
90.76,-0.3707,99.26,0.1147,42.52,2,0,0,2
84.9,-0.3905,98.71,-0.0681,40.78,2,0,0,2
90.82,-0.3312,99.59,-0.0328,34.04,2,0,0,2
86.16,-0.1141,86.36,0.1347,45.66,0,0,0,0
97.04,-0.8471,87.73,0.0159,41.38,3,0,0,3
77.74,0.1258,93.22,0.007,49.33,2,0,0,2
107.03,0.0789,84.52,0.1155,40.36,1,0,0,1
96.4,-0.1012,86.33,-0.0114,39.3,0,0,0,0
72.83,0.0109,99.52,0.0466,44.06,2,0,0,2
88.68,-0.0101,89.82,0.0017,16.98,0,0,2,2
85.69,-0.1296,95.33,0.0474,42.59,0,0,0,0
95.09,-0.109,84.82,0.0663,33.92,0,0,0,0
99.03,-0.4034,90.08,0.094,39.57,2,0,0,2
76.75,-0.0062,92.11,-0.1716,44.58,2,0,0,2
88.64,0.0056,60.88,-0.0029,34.69,0,2,0,2
94.48,-0.2186,111.52,0.0412,34.1,0,1,0,1
97.04,-0.405,86.33,0.0213,39.64,2,0,0,2
112.14,0.0706,92.95,-0.1212,43.04,1,0,0,1
95.13,0.1316,75.95,0.1153,41.29,0,2,0,2
95.37,-0.6675,97.81,-0.0383,52.42,3,0,1,3
85.34,-0.1267,91.44,0.15,45.76,0,0,0,0
90.5,0.0863,62.15,-0.1015,38.99,0,2,0,2
92.12,-0.1759,88.54,-0.1199,45.8,0,0,0,0
97.74,0.4271,84.8,-0.0761,46.68,1,0,0,1
88.78,0.3631,85.19,0.0823,37.82,1,0,0,1
79.85,0.1609,85.37,0.0119,41.49,2,0,0,2
131.19,0.0739,143.4,-0.0024,37.7,3,3,0,3
96.98,-0.1316,82.9,-0.0329,69.59,0,0,3,3
92.18,0.0036,82.47,-0.1559,36.81,0,0,0,0
62.84,0.8703,50.63,0.0418,77.83,3,3,3,3
87.19,-0.1398,63.27,0.0023,45.41,0,2,0,2
86.45,-0.027,84.24,0.1245,46.63,0,0,0,0
95.02,-0.038,109.83,-0.143,43.8,0,1,0,1
73.34,0.2316,91.08,-0.0842,43.97,2,0,0,2
89.08,-0.4789,87.15,-0.0135,42.32,2,0,0,2
143.54,0.0501,123.84,-0.1376,40.36,3,3,0,3
99.99,-0.0922,95.38,-0.0016,83.68,0,0,3,3
75.26,-0.3527,69.74,-0.1481,19.67,2,2,2,2
59.07,0.8286,46.96,-0.0642,85.44,3,3,3,3
88.32,0.1375,112.57,-0.1514,40.02,0,1,0,1
92.72,0.1015,88.43,0.0322,46.81,0,0,0,0
90.7,0.0618,84.65,0.1596,43.38,0,0,0,0
99.86,-0.1894,101.54,0.0409,82.17,0,1,3,3
128.5,-0.1571,124.74,-0.0968,45.81,3,3,0,3
87.28,0.28,107.17,0.0696,32.18,1,1,0,1
98.67,-0.1736,87.1,-0.1762,36.41,0,0,0,0
104.37,-0.029,97.63,0.0131,36.94,1,0,0,1
65.06,0.5386,47.09,0.1172,71.52,1,3,3,3
99.75,0.62,84.8,0.2003,38.54,3,0,0,3
105.48,0.5074,101.89,-0.1654,59.65,1,1,1,1
70.87,-0.134,88.98,-0.0802,42.15,2,0,0,2
83.78,0.0144,80.26,0.0374,40.01,2,0,0,2
112.33,0.421,106.8,-0.1428,57.01,1,1,1,1
91.5,-0.094,91.72,-0.0179,38.31,0,0,0,0
96.2,0.0327,102.1,-0.0694,64.88,0,1,1,1
82.11,-0.0912,84.14,-0.1458,31.9,2,0,0,2
63.52,0.5403,40.65,-0.1966,68.4,1,3,3,3
85.6,-0.4458,81.28,0.0923,42.85,2,0,0,2
70.68,0.8226,51.71,0.0545,69.06,3,3,3,3
